Date,Close,High,Low,Open,Volume
4/27/2020,2878.47998,2887.719971,2852.889893,2854.649902,5203930000
4/28/2020,2863.389893,2921.149902,2860.709961,2909.959961,5691160000
4/29/2020,2939.51001,2954.860107,2912.159912,2918.459961,6645640000
4/30/2020,2912.429932,2930.909912,2892.469971,2930.909912,6544980000
5/1/2020,2830.709961,2869.090088,2821.610107,2869.090088,4759810000
5/4/2020,2842.73999,2844.23999,2797.850098,2815.01001,4735930000
5/5/2020,2868.439941,2898.22998,2863.550049,2868.879883,5140290000
5/6/2020,2848.419922,2891.110107,2847.649902,2883.139893,4892570000
5/7/2020,2881.189941,2901.919922,2876.47998,2878.26001,5178790000
5/8/2020,2929.800049,2932.159912,2902.879883,2908.830078,4876030000
5/11/2020,2930.189941,2944.25,2903.439941,2915.459961,4819730000
5/12/2020,2870.120117,2945.820068,2869.590088,2939.5,5119630000
5/13/2020,2820,2874.139893,2793.149902,2865.860107,6151650000
5/14/2020,2852.5,2852.800049,2766.639893,2794.540039,5651130000
5/15/2020,2863.699951,2865.01001,2816.780029,2829.949951,5507700000
5/18/2020,2953.909912,2968.090088,2913.860107,2913.860107,6373670000
5/19/2020,2922.939941,2964.209961,2922.350098,2948.590088,4984330000
5/20/2020,2971.610107,2980.290039,2953.629883,2953.629883,5005380000
5/21/2020,2948.51001,2978.5,2938.570068,2969.949951,4976620000
5/22/2020,2955.449951,2956.76001,2933.590088,2948.050049,3970860000
5/26/2020,2991.77002,3021.719971,2988.169922,3004.080078,5848500000
5/27/2020,3036.129883,3036.25,2969.75,3015.649902,6398000000
5/28/2020,3029.72998,3068.669922,3023.399902,3046.610107,5447020000
5/29/2020,3044.310059,3049.169922,2998.610107,3025.169922,7297550000
6/1/2020,3055.72998,3062.179932,3031.540039,3038.780029,4684170000
6/2/2020,3080.820068,3081.070068,3051.639893,3064.780029,5197150000
6/3/2020,3122.870117,3130.939941,3098.899902,3098.899902,6005560000
6/4/2020,3112.350098,3128.909912,3090.409912,3111.560059,6451290000
6/5/2020,3193.929932,3211.719971,3163.840088,3163.840088,8639300000
6/8/2020,3232.389893,3233.129883,3196,3199.919922,8498300000
6/9/2020,3207.179932,3222.709961,3193.110107,3213.320068,6410930000
6/10/2020,3190.139893,3223.27002,3181.48999,3213.419922,6598870000
6/11/2020,3002.100098,3123.530029,2999.48999,3123.530029,7037320000
6/12/2020,3041.310059,3088.419922,2984.469971,3071.040039,5845330000
6/15/2020,3066.590088,3079.76001,2965.659912,2993.76001,5757480000
6/16/2020,3124.73999,3153.449951,3076.060059,3131,5845810000
6/17/2020,3113.48999,3141.159912,3108.030029,3136.129883,4560450000
6/18/2020,3115.340088,3120,3093.51001,3101.639893,4448690000
6/19/2020,3097.73999,3155.530029,3083.110107,3140.290039,8346650000
6/22/2020,3117.860107,3120.919922,3079.389893,3094.419922,4686690000
6/23/2020,3131.290039,3154.899902,3127.120117,3138.699951,4711850000
6/24/2020,3050.330078,3115.01001,3032.129883,3114.399902,5597680000
6/25/2020,3083.76001,3086.25,3024.01001,3046.600098,4847690000
6/26/2020,3009.050049,3073.72998,3004.629883,3073.199951,8107850000
6/29/2020,3053.23999,3053.889893,2999.73999,3018.590088,4473970000
6/30/2020,3100.290039,3111.51001,3047.830078,3050.199951,4705850000
7/1/2020,3115.860107,3128.439941,3101.169922,3105.919922,4449230000
7/2/2020,3130.01001,3165.810059,3124.52002,3143.639893,4197720000
7/6/2020,3179.719971,3182.590088,3155.290039,3155.290039,4759160000
7/7/2020,3145.320068,3184.149902,3142.929932,3166.439941,4571330000
7/8/2020,3169.939941,3171.800049,3136.530029,3153.070068,4937310000
7/9/2020,3152.050049,3179.780029,3115.699951,3176.169922,4843650000
7/10/2020,3185.040039,3186.820068,3136.219971,3152.469971,4524190000
7/13/2020,3155.219971,3235.320068,3149.429932,3205.080078,4902440000
7/14/2020,3197.52002,3200.949951,3127.659912,3141.110107,4507140000
7/15/2020,3226.560059,3238.280029,3200.76001,3225.97998,4686830000
7/16/2020,3215.570068,3220.389893,3198.590088,3208.360107,3972860000
7/17/2020,3224.72998,3233.52002,3205.649902,3224.209961,4012850000
7/20/2020,3251.840088,3258.610107,3215.159912,3224.290039,3979340000
7/21/2020,3257.300049,3277.290039,3247.77002,3268.52002,4556610000
7/22/2020,3276.02002,3279.320068,3253.100098,3254.860107,4267160000
7/23/2020,3235.659912,3279.98999,3222.659912,3271.639893,4296760000
7/24/2020,3215.629883,3227.26001,3200.050049,3218.580078,3689410000
7/27/2020,3239.409912,3241.429932,3214.25,3219.840088,3970310000
7/28/2020,3218.439941,3243.719971,3216.169922,3234.27002,4053180000
7/29/2020,3258.439941,3264.73999,3227.219971,3227.219971,4478200000
7/30/2020,3246.219971,3250.919922,3204.129883,3231.76001,4264920000
7/31/2020,3271.120117,3272.169922,3220.26001,3270.449951,5007530000
8/3/2020,3294.610107,3302.72998,3284.530029,3288.26001,4438940000
8/4/2020,3306.51001,3306.840088,3286.370117,3289.919922,4414380000
8/5/2020,3327.77002,3330.77002,3317.370117,3317.370117,4535060000
8/6/2020,3349.159912,3351.030029,3318.139893,3323.169922,4278930000
8/7/2020,3351.280029,3352.540039,3328.719971,3340.050049,4110030000
8/10/2020,3360.469971,3363.290039,3335.439941,3356.040039,4327920000
8/11/2020,3333.689941,3381.01001,3326.439941,3370.340088,4880540000
8/12/2020,3380.350098,3387.889893,3355.459961,3355.459961,3772250000
8/13/2020,3373.429932,3387.23999,3363.350098,3372.949951,3438730000
8/14/2020,3372.850098,3378.51001,3361.639893,3368.659912,3200060000
8/17/2020,3381.98999,3387.590088,3379.219971,3380.860107,3460330000
8/18/2020,3389.780029,3395.060059,3370.149902,3387.040039,3669550000
8/19/2020,3374.850098,3399.540039,3369.659912,3392.51001,3679480000
8/20/2020,3385.51001,3390.800049,3354.689941,3360.47998,3431040000
8/21/2020,3397.159912,3399.959961,3379.310059,3386.01001,3505010000
8/24/2020,3431.280029,3432.090088,3413.129883,3418.090088,3743410000
8/25/2020,3443.620117,3444.209961,3425.840088,3435.949951,3627650000
8/26/2020,3478.72998,3481.070068,3444.149902,3449.969971,3780530000
8/27/2020,3484.550049,3501.379883,3468.350098,3485.139893,3955890000
8/28/2020,3508.01001,3509.22998,3484.320068,3494.689941,3868510000
8/31/2020,3500.310059,3514.77002,3493.25,3509.72998,4348280000
9/1/2020,3526.649902,3528.030029,3494.600098,3507.439941,4101490000
9/2/2020,3580.840088,3588.110107,3535.22998,3543.76001,4295640000
9/3/2020,3455.060059,3564.850098,3427.409912,3564.73999,4911830000
9/4/2020,3426.959961,3479.149902,3349.629883,3453.600098,4438720000
9/8/2020,3331.840088,3379.969971,3329.27002,3371.879883,4694330000
9/9/2020,3398.959961,3424.77002,3366.840088,3369.820068,3932520000
9/10/2020,3339.189941,3425.550049,3329.25,3412.560059,4208630000
9/11/2020,3340.969971,3368.949951,3310.469971,3352.699951,3710090000
9/14/2020,3383.540039,3402.929932,3363.560059,3363.560059,3839580000
9/15/2020,3401.199951,3419.47998,3389.25,3407.72998,4057190000
9/16/2020,3385.48999,3428.919922,3384.449951,3411.22998,4718900000
9/17/2020,3357.01001,3375.169922,3328.820068,3346.860107,4379840000
9/18/2020,3319.469971,3362.27002,3292.399902,3357.379883,7076400000
9/21/2020,3281.060059,3285.570068,3229.100098,3285.570068,4836070000
9/22/2020,3315.570068,3320.310059,3270.949951,3295.75,3974510000
9/23/2020,3236.919922,3323.350098,3232.570068,3320.110107,4378650000
9/24/2020,3246.590088,3278.699951,3209.449951,3226.139893,4601920000
9/25/2020,3298.459961,3306.879883,3228.439941,3236.659912,3803330000
9/28/2020,3351.600098,3360.73999,3332.909912,3333.899902,3950910000
9/29/2020,3335.469971,3357.919922,3327.540039,3350.919922,3661590000
9/30/2020,3363,3393.560059,3340.469971,3341.209961,4738640000
10/1/2020,3380.800049,3397.179932,3361.389893,3385.870117,4076340000
10/2/2020,3348.419922,3369.100098,3323.689941,3338.939941,3975180000
10/5/2020,3408.600098,3409.570068,3367.27002,3367.27002,3692720000
10/6/2020,3360.969971,3431.560059,3354.540039,3408.73999,4453390000
10/7/2020,3419.439941,3426.26001,3384.560059,3384.560059,3814750000
10/8/2020,3446.830078,3447.280029,3428.149902,3434.280029,3867640000
10/9/2020,3477.139893,3482.340088,3458.070068,3459.669922,3944090000
10/12/2020,3534.219971,3549.850098,3499.610107,3500.02002,3435760000
10/13/2020,3511.929932,3534.01001,3500.860107,3534.01001,3611100000
10/14/2020,3488.669922,3527.939941,3480.550049,3515.469971,3858510000
10/15/2020,3483.340088,3489.080078,3440.889893,3453.719971,3724550000
10/16/2020,3483.810059,3515.76001,3480.449951,3493.5,4688030000
10/19/2020,3426.919922,3502.419922,3419.929932,3493.659912,4091080000
10/20/2020,3443.120117,3476.929932,3435.649902,3439.379883,3917850000
10/21/2020,3435.560059,3464.860107,3433.060059,3439.909912,4103960000
10/22/2020,3453.48999,3460.530029,3415.340088,3438.5,4172060000
10/23/2020,3465.389893,3466.459961,3440.449951,3464.899902,3651600000
10/26/2020,3400.969971,3441.419922,3364.860107,3441.419922,4002210000
10/27/2020,3390.679932,3409.51001,3388.709961,3403.149902,3962400000
10/28/2020,3271.030029,3342.47998,3268.889893,3342.47998,5139970000
10/29/2020,3310.110107,3341.050049,3259.820068,3277.169922,4911860000
10/30/2020,3269.959961,3304.929932,3233.939941,3293.590088,4843930000
11/2/2020,3310.23999,3330.139893,3279.73999,3296.199951,4314690000
11/3/2020,3369.159912,3389.48999,3336.25,3336.25,4241380000
11/4/2020,3443.439941,3486.25,3405.169922,3406.459961,4790400000
11/5/2020,3510.449951,3529.050049,3485.73999,3485.73999,4858150000
11/6/2020,3509.439941,3521.580078,3484.340088,3508.340088,4842460000
11/9/2020,3550.5,3645.98999,3547.47998,3583.040039,8570510000
11/10/2020,3545.530029,3557.219971,3511.909912,3543.26001,6037470000
11/11/2020,3572.659912,3581.159912,3557,3563.219971,4635560000
11/12/2020,3537.01001,3569.02002,3518.580078,3562.669922,4909660000
11/13/2020,3585.149902,3593.659912,3552.570068,3552.570068,4719580000
11/16/2020,3626.909912,3628.51001,3600.159912,3600.159912,5295510000
11/17/2020,3609.530029,3623.110107,3588.679932,3610.310059,4812180000
11/18/2020,3567.790039,3619.090088,3567.330078,3612.090088,5284810000
11/19/2020,3581.870117,3585.219971,3543.840088,3559.409912,4363370000
11/20/2020,3557.540039,3581.22998,3556.850098,3579.310059,4236370000
11/23/2020,3577.590088,3589.810059,3552.77002,3566.820068,5057550000
11/24/2020,3635.409912,3642.310059,3594.52002,3594.52002,6280290000
11/25/2020,3629.649902,3635.5,3617.76001,3635.5,4910440000
11/27/2020,3638.350098,3644.310059,3629.330078,3638.550049,2778390000
11/30/2020,3621.629883,3634.179932,3594.389893,3634.179932,6308410000
12/1/2020,3662.449951,3678.449951,3645.870117,3645.870117,5418480000
12/2/2020,3669.01001,3670.959961,3644.840088,3653.780029,5041250000
12/3/2020,3666.719971,3682.72998,3657.169922,3668.280029,5065340000
12/4/2020,3699.120117,3699.199951,3670.939941,3670.939941,5099620000
12/7/2020,3691.959961,3697.409912,3678.879883,3694.72998,4804500000
12/8/2020,3702.25,3708.449951,3678.830078,3683.050049,4584390000
12/9/2020,3672.820068,3712.389893,3660.540039,3705.97998,5232800000
12/10/2020,3668.100098,3678.48999,3645.179932,3659.129883,4658480000
12/11/2020,3663.459961,3665.909912,3633.399902,3656.080078,4375470000
12/14/2020,3647.48999,3697.610107,3645.840088,3675.27002,4623850000
12/15/2020,3694.620117,3695.290039,3659.620117,3666.409912,4387080000
12/16/2020,3701.169922,3711.27002,3688.570068,3696.25,4067040000
12/17/2020,3722.47998,3725.120117,3710.870117,3713.649902,4192810000
12/18/2020,3709.409912,3726.699951,3685.840088,3722.389893,7097100000
12/21/2020,3694.919922,3702.899902,3636.47998,3684.280029,4748580000
12/22/2020,3687.26001,3698.26001,3676.159912,3698.080078,4053310000
12/23/2020,3690.01001,3711.23999,3689.280029,3693.419922,3779160000
12/24/2020,3703.060059,3703.820068,3689.320068,3694.030029,1883780000
12/28/2020,3735.360107,3740.51001,3723.030029,3723.030029,3535460000
12/29/2020,3727.040039,3756.120117,3723.310059,3750.01001,3393290000
12/30/2020,3732.040039,3744.629883,3730.209961,3736.189941,3154850000
12/31/2020,3756.070068,3760.199951,3726.879883,3733.27002,3179040000
1/4/2021,3700.649902,3769.98999,3662.709961,3764.610107,5015000000
1/5/2021,3726.860107,3737.830078,3695.070068,3698.02002,4591020000
1/6/2021,3748.139893,3783.040039,3705.340088,3712.199951,6064110000
1/7/2021,3803.790039,3811.550049,3764.709961,3764.709961,5099160000
1/8/2021,3824.679932,3826.689941,3783.600098,3815.050049,4773040000
1/11/2021,3799.610107,3817.860107,3789.02002,3803.139893,4465430000
1/12/2021,3801.189941,3810.780029,3776.51001,3801.620117,4994950000
1/13/2021,3809.840088,3820.959961,3791.5,3802.22998,4602510000
1/14/2021,3795.540039,3823.600098,3792.860107,3814.97998,5198480000
1/15/2021,3768.25,3788.72998,3749.620117,3788.72998,5369820000
1/19/2021,3798.909912,3804.530029,3780.370117,3781.879883,5014440000
1/20/2021,3851.850098,3859.75,3816.219971,3816.219971,4566190000
1/21/2021,3853.070068,3861.449951,3845.050049,3857.459961,4501760000
1/22/2021,3841.469971,3852.310059,3830.409912,3844.23999,5110890000
1/25/2021,3855.360107,3859.22998,3797.159912,3851.679932,7000840000
1/26/2021,3849.620117,3870.899902,3847.780029,3862.959961,6137500000
1/27/2021,3750.77002,3836.830078,3732.47998,3836.830078,9976520000
1/28/2021,3787.379883,3830.5,3755.75,3755.75,6992770000
1/29/2021,3714.23999,3778.050049,3694.120117,3778.050049,6643370000
2/1/2021,3773.860107,3784.320068,3725.620117,3731.169922,5436230000
2/2/2021,3826.310059,3843.090088,3791.840088,3791.840088,5514090000
2/3/2021,3830.169922,3847.51001,3816.679932,3840.27002,4864870000
2/4/2021,3871.73999,3872.419922,3836.659912,3836.659912,4879240000
2/5/2021,3886.830078,3894.560059,3874.929932,3878.300049,4879470000
2/8/2021,3915.590088,3915.77002,3892.590088,3892.590088,4648360000
2/9/2021,3911.22998,3918.350098,3902.639893,3910.48999,4568320000
2/10/2021,3909.879883,3931.5,3884.939941,3920.780029,4837070000
2/11/2021,3916.379883,3925.98999,3890.389893,3916.399902,4590960000
2/12/2021,3934.830078,3937.22998,3905.780029,3911.649902,4135060000
2/16/2021,3932.590088,3950.429932,3923.850098,3939.610107,5058990000
2/17/2021,3931.330078,3933.610107,3900.429932,3918.5,4730650000
2/18/2021,3913.969971,3921.97998,3885.030029,3915.860107,4793650000
2/19/2021,3906.709961,3930.409912,3903.070068,3921.159912,4845320000
2/22/2021,3876.5,3902.919922,3874.709961,3885.550049,5917100000
2/23/2021,3881.370117,3895.97998,3805.590088,3857.070068,6296610000
2/24/2021,3925.429932,3928.649902,3859.600098,3873.709961,6012790000
2/25/2021,3829.340088,3925.02002,3814.040039,3915.800049,6547470000
2/26/2021,3811.149902,3861.080078,3789.540039,3839.659912,6526070000
3/1/2021,3901.820068,3914.5,3842.51001,3842.51001,5114820000
3/2/2021,3870.290039,3906.409912,3868.570068,3903.639893,5536010000
3/3/2021,3819.719971,3874.469971,3818.860107,3863.98999,6173660000
3/4/2021,3768.469971,3843.669922,3723.340088,3818.530029,7195400000
3/5/2021,3841.939941,3851.689941,3730.189941,3793.580078,6851070000
3/8/2021,3821.350098,3881.060059,3819.25,3844.389893,5871710000
3/9/2021,3875.439941,3903.76001,3851.929932,3851.929932,5513560000
3/10/2021,3898.810059,3917.350098,3885.72998,3891.98999,5847380000
3/11/2021,3939.340088,3960.27002,3915.540039,3915.540039,5312880000
3/12/2021,3943.340088,3944.98999,3915.209961,3924.52002,4476280000
3/15/2021,3968.939941,3970.080078,3923.540039,3942.959961,4900100000
3/16/2021,3962.709961,3981.040039,3953.439941,3973.590088,4613080000
3/17/2021,3974.120117,3983.870117,3935.73999,3949.570068,4561660000
3/18/2021,3915.459961,3969.620117,3910.860107,3953.5,5118590000
3/19/2021,3913.100098,3930.120117,3886.75,3913.139893,7757420000
3/22/2021,3940.590088,3955.310059,3914.159912,3916.47998,4316260000
3/23/2021,3910.52002,3949.129883,3901.570068,3937.600098,4669010000
3/24/2021,3889.139893,3942.080078,3889.070068,3919.929932,4783020000
3/25/2021,3909.52002,3919.540039,3853.5,3879.340088,4948340000
3/26/2021,3974.540039,3978.189941,3917.120117,3917.120117,5483160000
3/29/2021,3971.090088,3981.830078,3943.25,3969.310059,4628180000
3/30/2021,3958.550049,3968.01001,3944.350098,3963.340088,4121510000
3/31/2021,3972.889893,3994.409912,3966.97998,3967.25,4578050000
4/1/2021,4019.870117,4020.629883,3992.780029,3992.780029,4162130000
4/5/2021,4077.909912,4083.419922,4034.439941,4034.439941,4005030000
4/6/2021,4073.939941,4086.22998,4068.139893,4075.570068,4081270000
4/7/2021,4079.949951,4083.129883,4068.310059,4074.290039,4120810000
4/8/2021,4097.169922,4098.189941,4082.540039,4089.949951,3907100000
4/9/2021,4128.799805,4129.47998,4095.51001,4096.109863,3640390000
4/12/2021,4127.990234,4131.759766,4114.819824,4124.709961,3588900000
4/13/2021,4141.589844,4148,4124.430176,4130.100098,3734720000
4/14/2021,4124.660156,4151.689941,4120.870117,4141.580078,3985350000
4/15/2021,4170.419922,4173.490234,4139.759766,4139.759766,4033420000
4/16/2021,4185.470215,4191.310059,4170.75,4174.140137,4163820000
4/19/2021,4163.259766,4180.810059,4150.470215,4179.799805,3810290000
4/20/2021,4134.939941,4159.180176,4118.379883,4159.180176,4342650000
4/21/2021,4173.419922,4175.02002,4126.350098,4128.419922,3887250000
4/22/2021,4134.97998,4179.569824,4123.689941,4170.459961,4245140000
4/23/2021,4180.169922,4194.169922,4138.779785,4138.779785,3569880000
4/26/2021,4187.620117,4194.189941,4182.359863,4185.029785,3748320000
4/27/2021,4186.720215,4193.350098,4176.220215,4188.25,3710700000
4/28/2021,4183.180176,4201.529785,4181.779785,4185.140137,3787360000
4/29/2021,4211.470215,4218.779785,4176.810059,4206.140137,4298680000
4/30/2021,4181.169922,4198.100098,4174.850098,4198.100098,4300880000
5/3/2021,4192.660156,4209.390137,4188.029785,4191.97998,4070220000
5/4/2021,4164.660156,4179.040039,4128.589844,4179.040039,4452460000
5/5/2021,4167.589844,4187.720215,4160.939941,4177.060059,4230920000
5/6/2021,4201.620117,4202.700195,4147.330078,4169.140137,4511000000
5/7/2021,4232.600098,4238.040039,4201.640137,4210.339844,4016080000
5/10/2021,4188.430176,4236.390137,4188.129883,4228.290039,4560700000
5/11/2021,4152.100098,4162.040039,4111.529785,4150.339844,4870710000
5/12/2021,4063.040039,4134.72998,4056.879883,4130.549805,4733070000
5/13/2021,4112.5,4131.580078,4074.98999,4074.98999,4779540000
5/14/2021,4173.850098,4183.129883,4129.580078,4129.580078,4008880000
5/17/2021,4163.290039,4171.919922,4142.689941,4169.919922,4125050000
5/18/2021,4127.830078,4169.149902,4125.990234,4165.939941,4398150000
5/19/2021,4115.680176,4116.930176,4061.409912,4098.450195,4247450000
5/20/2021,4159.120117,4172.799805,4121.970215,4121.970215,3978880000
5/21/2021,4155.859863,4188.720215,4151.720215,4168.609863,3995250000
5/24/2021,4197.049805,4209.52002,4170.160156,4170.160156,3684800000
5/25/2021,4188.129883,4213.419922,4182.52002,4205.939941,4182250000
5/26/2021,4195.990234,4202.609863,4184.109863,4191.589844,4420890000
5/27/2021,4200.879883,4213.379883,4197.779785,4201.939941,6406310000
5/28/2021,4204.109863,4218.359863,4203.569824,4210.77002,4649250000
6/1/2021,4202.040039,4234.120117,4197.589844,4216.52002,5074670000
6/2/2021,4208.120117,4217.370117,4198.27002,4206.819824,5833670000
6/3/2021,4192.850098,4204.390137,4167.930176,4191.430176,5587970000
6/4/2021,4229.890137,4233.450195,4206.049805,4206.049805,4139790000
6/7/2021,4226.52002,4232.339844,4215.660156,4229.339844,4476920000
6/8/2021,4227.259766,4236.740234,4208.410156,4233.810059,4659620000
6/9/2021,4219.549805,4237.089844,4218.740234,4232.990234,4713260000
6/10/2021,4239.180176,4249.740234,4220.339844,4228.560059,4408210000
6/11/2021,4247.439941,4248.379883,4232.25,4242.899902,3815010000
6/14/2021,4255.149902,4255.589844,4234.069824,4248.310059,4151200000
6/15/2021,4246.589844,4257.160156,4238.350098,4255.279785,4048940000
6/16/2021,4223.700195,4251.890137,4202.450195,4248.870117,4538350000
6/17/2021,4221.859863,4232.290039,4196.049805,4220.370117,5312680000
6/18/2021,4166.450195,4204.779785,4164.399902,4204.779785,6817010000
6/21/2021,4224.790039,4226.240234,4173.399902,4173.399902,4128950000
6/22/2021,4246.439941,4255.839844,4217.27002,4224.609863,3828390000
6/23/2021,4241.839844,4256.600098,4241.430176,4249.27002,3730350000
6/24/2021,4266.490234,4271.279785,4256.970215,4256.970215,3816660000
6/25/2021,4280.700195,4286.120117,4271.160156,4274.450195,7341450000
6/28/2021,4290.609863,4292.140137,4274.669922,4284.899902,4147890000
6/29/2021,4291.799805,4300.52002,4287.040039,4293.209961,3707150000
6/30/2021,4297.5,4302.430176,4287.959961,4290.649902,4266040000
7/1/2021,4319.939941,4320.660156,4300.72998,4300.72998,3788230000
7/2/2021,4352.339844,4355.430176,4326.600098,4326.600098,3225840000
7/6/2021,4343.540039,4356.459961,4314.370117,4356.459961,4309570000
7/7/2021,4358.129883,4361.879883,4329.790039,4351.009766,4037380000
7/8/2021,4320.819824,4330.879883,4289.370117,4321.069824,4347500000
7/9/2021,4369.549805,4371.600098,4329.379883,4329.379883,3531120000
7/12/2021,4384.629883,4386.680176,4364.029785,4372.410156,3384460000
7/13/2021,4369.209961,4392.370117,4366.919922,4381.069824,3695430000
7/14/2021,4374.299805,4393.680176,4362.359863,4380.109863,4006370000
7/15/2021,4360.029785,4369.02002,4340.700195,4369.02002,3905230000
7/16/2021,4327.160156,4375.089844,4322.529785,4367.430176,3985700000
7/19/2021,4258.490234,4296.399902,4233.129883,4296.399902,5157660000
7/20/2021,4323.060059,4336.839844,4262.049805,4265.109863,4438270000
